Track ID,Album ID,Album,Release Date,Track,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,tempo,loudness,duration_ms,popularity
7lu6YLrlB1MU7HW8DJSuPa,2xkZV2Hl1Omi8rk2D7t5lN,The New Abnormal,2020-04-10,At The Door,0.858,0.456,0.323,0.00913,0.146,0.0318,0.363,116.903,-6.764,310373,0.56
6IRzBP4gVoV4D2zHmocoWy,2xkZV2Hl1Omi8rk2D7t5lN,The New Abnormal,2020-04-10,Eternal Summer,0.0141,0.617,0.78,0.0112,0.0833,0.0376,0.326,93.951,-4.466,375320,0.56
55N8cxpE1QDoeaaNqUnoZ2,2xkZV2Hl1Omi8rk2D7t5lN,The New Abnormal,2020-04-10,Bad Decisions,0.0135,0.374,0.922,0.204,0.28,0.056,0.393,153.217,-3.4,293360,0.58
2mDYYGaGd9uXKkK2YhDA3i,2xkZV2Hl1Omi8rk2D7t5lN,The New Abnormal,2020-04-10,Brooklyn Bridge To Chorus,0.00602,0.628,0.571,9.21e-05,0.0833,0.0628,0.467,119.899,-3.897,235947,0.59
2t0wwvR15fc3K1ey8OiOaN,2xkZV2Hl1Omi8rk2D7t5lN,The New Abnormal,2020-04-10,Selfless,0.191,0.538,0.679,0.00175,0.0889,0.0333,0.0888,121.99,-4.297,222093,0.67
5ruzrDWcT0vuJIOMW7gMnW,2xkZV2Hl1Omi8rk2D7t5lN,The New Abnormal,2020-04-10,The Adults Are Talking,0.0113,0.593,0.749,0.106,0.314,0.0475,0.649,164.959,-5.67,309053,0.76
4Nv3DAqf83IReHmClSH00V,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,"Alone, Together - Home Recording - Someday B-Side",0.0445,0.501,0.643,0.209,0.311,0.0268,0.637,143.324,-7.511,197137,0.33
30RnpgACKEC9LTWEe0ShTl,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Someday,0.00362,0.542,0.53,0.0,0.361,0.0302,0.65,105.981,-7.468,183487,0.35
3mU9Pjls8PszKKmrwhTG78,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,When It Started (Last Nite B-Side),0.268,0.721,0.654,0.00392,0.15,0.0329,0.903,131.961,-8.107,175200,0.4
0V40nmTfhHj1PznhO0dDho,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Last Nite - Rough Trade Version - The Modern Age B-Side,0.0438,0.399,0.745,0.0,0.112,0.0329,0.514,207.923,-7.497,198549,0.37
1aO0sdeJmK4XQM5Ft7TkTg,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,New York City Cops (Hard to Explain B-Side),0.0633,0.52,0.842,4.49e-05,0.384,0.0352,0.512,107.958,-7.664,209505,0.38
0ILknNMr0j0cCFKv6rcG12,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Hard To Explain,0.00042,0.407,0.686,0.837,0.0764,0.0558,0.662,82.495,-6.266,224411,0.37
6IjI1wt0hzuAf1dZTd6Ju8,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Is This It - Home Recording - Someday B-Side,0.189,0.348,0.388,0.0,0.192,0.0635,0.91,209.063,-7.232,72664,0.35
03ev8WBPzDr9KJDdNhSHz9,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Last Nite,0.0221,0.624,0.899,0.000137,0.0975,0.0296,0.79,104.061,-5.709,193373,0.35
2b4lQrOhcM7Sw49e0qG1nV,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,12:51,0.321,0.452,0.863,0.796,0.331,0.0387,0.58,145.008,-3.864,146841,0.34
2NpASZ796KewPmSDMHDhPN,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,"Clampdown - The End Has No End B-Side / Live at Alexandra Palace, London, UK - Dec. 5, 2003",0.389,0.267,0.417,0.593,0.468,0.0725,0.492,148.304,-5.744,249481,0.33
1Sl4OsD0F6Iy91YBDQyOzl,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Reptilia,0.000643,0.491,0.645,0.693,0.105,0.0329,0.756,158.035,-5.114,215324,0.34
5hNW46qZA7BcZ2qf6lbhNm,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Modern Girls & Old Fashion Men - Reptilia B-Side,0.0212,0.507,0.602,0.561,0.0541,0.029,0.325,110.897,-4.222,218418,0.46
5aAOtPhYRXlBE5H3mboB8v,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,The End Has No End,0.000588,0.527,0.644,0.843,0.32,0.0355,0.573,136.007,-3.727,180048,0.33
2hcDYqyw8L7zJaZ6n8dzIZ,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Juicebox,0.00136,0.453,0.984,0.00584,0.0844,0.125,0.574,155.035,-2.376,194183,0.32
6s9oj6aPupVSA1CSaaVZZL,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Hawaii - Juicebox B-Side,7.17e-05,0.301,0.87,0.601,0.272,0.047,0.175,170.003,-5.942,232562,0.45
3gTqF4Y2IzGuHbAcbjlv69,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Heart In a Cage,2.91e-06,0.425,0.856,0.833,0.377,0.0394,0.125,140.058,-5.135,206429,0.32
1L0C3xvOtzHSOSZ5T59n0L,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,"I'll Try Anything Once (""You Only Live Once"" demo) - Heart In a Cage B-Side",0.985,0.468,0.264,0.0109,0.172,0.0503,0.324,119.422,-9.958,194651,0.55
0j2ETZsGM21Q3wKpVNBVJN,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,You Only Live Once,0.0243,0.63,0.907,0.599,0.118,0.0326,0.968,120.526,-2.42,186304,0.34
2sXWm9aau5alAxKifepUpA,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,Mercy Mercy Me (The Ecology) - You Only Live Once B-Side,6.9e-06,0.449,0.875,0.145,0.0664,0.062,0.804,91.956,-5.347,157920,0.35
1N69jb6aVka6678wLZzB4i,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,The Way It Is - Home Recording - 12:51 B-Side,0.153,0.661,0.994,0.783,0.0822,0.127,0.161,133.984,-6.081,76985,0.32
5KIYVXGdws1ZhZYNJHo0st,2j5jqlI0NvqlXAy9C740pZ,The Singles - Volume 01,2023-02-24,The Modern Age - Rough Trade Version,0.0224,0.493,0.787,0.00227,0.253,0.0334,0.88,160.12,-7.712,192854,0.4
