track_name,album_name,artist_name,release_date,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Knee Socks,AM,Arctic Monkeys,09-09-13,2LGdO5MtFdyphi2EihANZG,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,audio_features,2LGdO5MtFdyphi2EihANZG,spotify:track:2LGdO5MtFdyphi2EihANZG,https://api.spotify.com/v1/tracks/2LGdO5MtFdyphi2EihANZG,https://api.spotify.com/v1/audio-analysis/2LGdO5MtFdyphi2EihANZG,257563,4
I Wanna Be Yours,AM,Arctic Monkeys,09-09-13,5XeFesFbtLpXzIVDNQP22n,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4
She's Thunderstorms,Suck It and See,Arctic Monkeys,06-06-11,5xw2cHVLw1rlDPp3cL9Zuv,0.505,0.898,7,-4.906,1,0.0329,0.000518,0.00236,0.173,0.731,118.929,audio_features,5xw2cHVLw1rlDPp3cL9Zuv,spotify:track:5xw2cHVLw1rlDPp3cL9Zuv,https://api.spotify.com/v1/tracks/5xw2cHVLw1rlDPp3cL9Zuv,https://api.spotify.com/v1/audio-analysis/5xw2cHVLw1rlDPp3cL9Zuv,234920,4
Black Treacle,Suck It and See,Arctic Monkeys,06-06-11,7EUcOIbJSePmXGvAe7G79C,0.343,0.89,7,-5.759,1,0.0655,0.000821,0,0.0912,0.525,100.061,audio_features,7EUcOIbJSePmXGvAe7G79C,spotify:track:7EUcOIbJSePmXGvAe7G79C,https://api.spotify.com/v1/tracks/7EUcOIbJSePmXGvAe7G79C,https://api.spotify.com/v1/audio-analysis/7EUcOIbJSePmXGvAe7G79C,217440,4
Brick By Brick,Suck It and See,Arctic Monkeys,06-06-11,49HYB8tppaxOsbBfeozPxu,0.285,0.807,2,-4.741,1,0.0528,0.00123,0.00368,0.317,0.542,132.206,audio_features,49HYB8tppaxOsbBfeozPxu,spotify:track:49HYB8tppaxOsbBfeozPxu,https://api.spotify.com/v1/tracks/49HYB8tppaxOsbBfeozPxu,https://api.spotify.com/v1/audio-analysis/49HYB8tppaxOsbBfeozPxu,179907,4
The Hellcat Spangled Shalalala,Suck It and See,Arctic Monkeys,06-06-11,52M1FvGd0AkoUwcHL2L8jv,0.449,0.872,11,-4.992,1,0.0507,0.000793,0.00062,0.0642,0.788,130.22,audio_features,52M1FvGd0AkoUwcHL2L8jv,spotify:track:52M1FvGd0AkoUwcHL2L8jv,https://api.spotify.com/v1/tracks/52M1FvGd0AkoUwcHL2L8jv,https://api.spotify.com/v1/audio-analysis/52M1FvGd0AkoUwcHL2L8jv,180373,4
Don't Sit Down 'Cause I've Moved Your Chair,Suck It and See,Arctic Monkeys,06-06-11,3czdA0j4iaLDJJCoT5D8iP,0.434,0.912,9,-5.148,1,0.0451,0.0191,0.278,0.326,0.315,119.729,audio_features,3czdA0j4iaLDJJCoT5D8iP,spotify:track:3czdA0j4iaLDJJCoT5D8iP,https://api.spotify.com/v1/tracks/3czdA0j4iaLDJJCoT5D8iP,https://api.spotify.com/v1/audio-analysis/3czdA0j4iaLDJJCoT5D8iP,183507,4
Library Pictures,Suck It and See,Arctic Monkeys,06-06-11,0qfGWpvJGlp17wdTm19ioK,0.304,0.939,1,-5.836,1,0.0549,0.000142,0.00601,0.136,0.402,96.954,audio_features,0qfGWpvJGlp17wdTm19ioK,spotify:track:0qfGWpvJGlp17wdTm19ioK,https://api.spotify.com/v1/tracks/0qfGWpvJGlp17wdTm19ioK,https://api.spotify.com/v1/audio-analysis/0qfGWpvJGlp17wdTm19ioK,142173,4
All My Own Stunts,Suck It and See,Arctic Monkeys,06-06-11,7cRR82VFtvy3FeqIrjEeFy,0.511,0.943,2,-4.934,1,0.0537,0.00135,0.0181,0.187,0.531,127.283,audio_features,7cRR82VFtvy3FeqIrjEeFy,spotify:track:7cRR82VFtvy3FeqIrjEeFy,https://api.spotify.com/v1/tracks/7cRR82VFtvy3FeqIrjEeFy,https://api.spotify.com/v1/audio-analysis/7cRR82VFtvy3FeqIrjEeFy,232280,4
Reckless Serenade,Suck It and See,Arctic Monkeys,06-06-11,1bXLpqe49cqEpj88uPR4pu,0.585,0.694,2,-6.632,1,0.0392,0.00037,0.0144,0.0724,0.785,127.966,audio_features,1bXLpqe49cqEpj88uPR4pu,spotify:track:1bXLpqe49cqEpj88uPR4pu,https://api.spotify.com/v1/tracks/1bXLpqe49cqEpj88uPR4pu,https://api.spotify.com/v1/audio-analysis/1bXLpqe49cqEpj88uPR4pu,162747,4
Piledriver Waltz,Suck It and See,Arctic Monkeys,06-06-11,4Ai0ANRDYwx6mCD4Uty1WS,0.443,0.865,4,-4.547,1,0.0391,0.00724,0.000116,0.468,0.474,110.008,audio_features,4Ai0ANRDYwx6mCD4Uty1WS,spotify:track:4Ai0ANRDYwx6mCD4Uty1WS,https://api.spotify.com/v1/tracks/4Ai0ANRDYwx6mCD4Uty1WS,https://api.spotify.com/v1/audio-analysis/4Ai0ANRDYwx6mCD4Uty1WS,203880,4
Love is a Laserquest,Suck It and See,Arctic Monkeys,06-06-11,0S6CXA5LpRDX6b4akgrOot,0.349,0.662,11,-6.873,1,0.0402,0.00197,0.908,0.136,0.554,169.926,audio_features,0S6CXA5LpRDX6b4akgrOot,spotify:track:0S6CXA5LpRDX6b4akgrOot,https://api.spotify.com/v1/tracks/0S6CXA5LpRDX6b4akgrOot,https://api.spotify.com/v1/audio-analysis/0S6CXA5LpRDX6b4akgrOot,191427,4
Suck It and See,Suck It and See,Arctic Monkeys,06-06-11,0LxeKwg9t7HOnyfv4bTALT,0.339,0.932,4,-5.017,1,0.057,0.00105,0.114,0.255,0.586,128.291,audio_features,0LxeKwg9t7HOnyfv4bTALT,spotify:track:0LxeKwg9t7HOnyfv4bTALT,https://api.spotify.com/v1/tracks/0LxeKwg9t7HOnyfv4bTALT,https://api.spotify.com/v1/audio-analysis/0LxeKwg9t7HOnyfv4bTALT,225987,4
That's Where You're Wrong,Suck It and See,Arctic Monkeys,06-06-11,2fgQ8COnxtEvaTcNbEtsUf,0.481,0.883,4,-5.554,1,0.0638,0.000679,0.558,0.145,0.46,135.937,audio_features,2fgQ8COnxtEvaTcNbEtsUf,spotify:track:2fgQ8COnxtEvaTcNbEtsUf,https://api.spotify.com/v1/tracks/2fgQ8COnxtEvaTcNbEtsUf,https://api.spotify.com/v1/audio-analysis/2fgQ8COnxtEvaTcNbEtsUf,256800,4
My Propeller,Humbug,Arctic Monkeys,20-08-09,2hmHlBM0kPBm17Y7nVIW9f,0.415,0.657,9,-6.758,0,0.0295,0.052,0.0552,0.233,0.69,115.752,audio_features,2hmHlBM0kPBm17Y7nVIW9f,spotify:track:2hmHlBM0kPBm17Y7nVIW9f,https://api.spotify.com/v1/tracks/2hmHlBM0kPBm17Y7nVIW9f,https://api.spotify.com/v1/audio-analysis/2hmHlBM0kPBm17Y7nVIW9f,205747,4
Crying Lightning,Humbug,Arctic Monkeys,20-08-09,6wVWJl64yoTzU27EI8ep20,0.498,0.885,4,-4.423,0,0.0461,0.0148,0.00041,0.239,0.67,106.719,audio_features,6wVWJl64yoTzU27EI8ep20,spotify:track:6wVWJl64yoTzU27EI8ep20,https://api.spotify.com/v1/tracks/6wVWJl64yoTzU27EI8ep20,https://api.spotify.com/v1/audio-analysis/6wVWJl64yoTzU27EI8ep20,224827,4
Dangerous Animals,Humbug,Arctic Monkeys,20-08-09,0pdp3VrR4WQaswf0GyT0Y0,0.34,0.922,3,-5.189,1,0.18,0.0129,2.39E-06,0.226,0.532,125.363,audio_features,0pdp3VrR4WQaswf0GyT0Y0,spotify:track:0pdp3VrR4WQaswf0GyT0Y0,https://api.spotify.com/v1/tracks/0pdp3VrR4WQaswf0GyT0Y0,https://api.spotify.com/v1/audio-analysis/0pdp3VrR4WQaswf0GyT0Y0,210667,4
Secret Door,Humbug,Arctic Monkeys,20-08-09,4dtP86vkhzwNXCFpCtizce,0.323,0.806,7,-6.554,0,0.0769,0.0314,1.11E-05,0.181,0.548,124.615,audio_features,4dtP86vkhzwNXCFpCtizce,spotify:track:4dtP86vkhzwNXCFpCtizce,https://api.spotify.com/v1/tracks/4dtP86vkhzwNXCFpCtizce,https://api.spotify.com/v1/audio-analysis/4dtP86vkhzwNXCFpCtizce,223067,4
Potion Approaching,Humbug,Arctic Monkeys,20-08-09,3RHHXwyRtskFx87sX80xEy,0.421,0.758,4,-8.945,0,0.0429,0.0062,0.0673,0.0905,0.767,103.659,audio_features,3RHHXwyRtskFx87sX80xEy,spotify:track:3RHHXwyRtskFx87sX80xEy,https://api.spotify.com/v1/tracks/3RHHXwyRtskFx87sX80xEy,https://api.spotify.com/v1/audio-analysis/3RHHXwyRtskFx87sX80xEy,212133,4
Fire And The Thud,Humbug,Arctic Monkeys,20-08-09,6EMhO2CuQZ3u7ZKDRuf560,0.566,0.61,2,-11.228,1,0.0388,0.165,0.006,0.215,0.406,114.904,audio_features,6EMhO2CuQZ3u7ZKDRuf560,spotify:track:6EMhO2CuQZ3u7ZKDRuf560,https://api.spotify.com/v1/tracks/6EMhO2CuQZ3u7ZKDRuf560,https://api.spotify.com/v1/audio-analysis/6EMhO2CuQZ3u7ZKDRuf560,237533,4
Cornerstone,Humbug,Arctic Monkeys,20-08-09,5bsnLiT00hG37qd8p2jdVl,0.287,0.721,9,-5.81,1,0.0387,0.00764,0,0.328,0.763,169.252,audio_features,5bsnLiT00hG37qd8p2jdVl,spotify:track:5bsnLiT00hG37qd8p2jdVl,https://api.spotify.com/v1/tracks/5bsnLiT00hG37qd8p2jdVl,https://api.spotify.com/v1/audio-analysis/5bsnLiT00hG37qd8p2jdVl,197973,4
Dance Little Liar,Humbug,Arctic Monkeys,20-08-09,3u16Clmxz7dJpnQWXXynok,0.538,0.607,1,-9.133,0,0.0352,0.0586,0.769,0.0975,0.543,100.158,audio_features,3u16Clmxz7dJpnQWXXynok,spotify:track:3u16Clmxz7dJpnQWXXynok,https://api.spotify.com/v1/tracks/3u16Clmxz7dJpnQWXXynok,https://api.spotify.com/v1/audio-analysis/3u16Clmxz7dJpnQWXXynok,283493,4
Pretty Visitors,Humbug,Arctic Monkeys,20-08-09,45n7uujqwmMyBMjBu9SwRu,0.244,0.896,6,-5.576,0,0.464,0.0614,2.83E-05,0.127,0.142,83.354,audio_features,45n7uujqwmMyBMjBu9SwRu,spotify:track:45n7uujqwmMyBMjBu9SwRu,https://api.spotify.com/v1/tracks/45n7uujqwmMyBMjBu9SwRu,https://api.spotify.com/v1/audio-analysis/45n7uujqwmMyBMjBu9SwRu,220507,4
The Jeweller's Hands,Humbug,Arctic Monkeys,20-08-09,4PDPn7HosIycoXeoeibFc5,0.51,0.8,0,-8.116,0,0.0488,0.137,0.0834,0.118,0.391,96.935,audio_features,4PDPn7HosIycoXeoeibFc5,spotify:track:4PDPn7HosIycoXeoeibFc5,https://api.spotify.com/v1/tracks/4PDPn7HosIycoXeoeibFc5,https://api.spotify.com/v1/audio-analysis/4PDPn7HosIycoXeoeibFc5,344053,4
Brianstorm,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,7f9I5WdyXm5q1XqnSYgQZb,0.42,0.974,1,-4.706,1,0.191,8.15E-05,0.00155,0.0871,0.463,165.182,audio_features,7f9I5WdyXm5q1XqnSYgQZb,spotify:track:7f9I5WdyXm5q1XqnSYgQZb,https://api.spotify.com/v1/tracks/7f9I5WdyXm5q1XqnSYgQZb,https://api.spotify.com/v1/audio-analysis/7f9I5WdyXm5q1XqnSYgQZb,172867,4
Teddy Picker,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,5kxVyCgEUND7E2QKG7JmoF,0.637,0.963,9,-5.116,1,0.0882,0.000286,0.000889,0.0449,0.823,150.1,audio_features,5kxVyCgEUND7E2QKG7JmoF,spotify:track:5kxVyCgEUND7E2QKG7JmoF,https://api.spotify.com/v1/tracks/5kxVyCgEUND7E2QKG7JmoF,https://api.spotify.com/v1/audio-analysis/5kxVyCgEUND7E2QKG7JmoF,165000,4
D is for Dangerous,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,5RrHzXKmwVd5BCq4UzyJPd,0.555,0.925,1,-4.689,1,0.0362,1.09E-05,0.000161,0.0659,0.77,145.061,audio_features,5RrHzXKmwVd5BCq4UzyJPd,spotify:track:5RrHzXKmwVd5BCq4UzyJPd,https://api.spotify.com/v1/tracks/5RrHzXKmwVd5BCq4UzyJPd,https://api.spotify.com/v1/audio-analysis/5RrHzXKmwVd5BCq4UzyJPd,138107,4
Balaclava,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,0ftMOhVfFm5Wbs5sZdEtsC,0.414,0.811,11,-4.4,0,0.0919,0.00133,0.000129,0.333,0.762,137.617,audio_features,0ftMOhVfFm5Wbs5sZdEtsC,spotify:track:0ftMOhVfFm5Wbs5sZdEtsC,https://api.spotify.com/v1/tracks/0ftMOhVfFm5Wbs5sZdEtsC,https://api.spotify.com/v1/audio-analysis/0ftMOhVfFm5Wbs5sZdEtsC,171227,4
Fluorescent Adolescent,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,2x8evxqUlF0eRabbW2JBJd,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,audio_features,2x8evxqUlF0eRabbW2JBJd,spotify:track:2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/tracks/2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/audio-analysis/2x8evxqUlF0eRabbW2JBJd,183893,4
Only Ones Who Know,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,71ytDkCnYc11VRiRCrhDHX,0.29,0.399,7,-10.696,0,0.0338,0.902,0.0019,0.105,0.0965,128.37,audio_features,71ytDkCnYc11VRiRCrhDHX,spotify:track:71ytDkCnYc11VRiRCrhDHX,https://api.spotify.com/v1/tracks/71ytDkCnYc11VRiRCrhDHX,https://api.spotify.com/v1/audio-analysis/71ytDkCnYc11VRiRCrhDHX,184760,5
Do Me a Favour,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,2BqfIlpahcebJPeu1IUTEo,0.469,0.738,11,-6.638,0,0.0619,0.00013,0.0577,0.078,0.624,180.15,audio_features,2BqfIlpahcebJPeu1IUTEo,spotify:track:2BqfIlpahcebJPeu1IUTEo,https://api.spotify.com/v1/tracks/2BqfIlpahcebJPeu1IUTEo,https://api.spotify.com/v1/audio-analysis/2BqfIlpahcebJPeu1IUTEo,209253,4
This House is a Circus,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,0DKvcH4SCRdhVYTxStKx9h,0.476,0.844,7,-5.253,1,0.0431,1.81E-05,0.00196,0.272,0.658,155.322,audio_features,0DKvcH4SCRdhVYTxStKx9h,spotify:track:0DKvcH4SCRdhVYTxStKx9h,https://api.spotify.com/v1/tracks/0DKvcH4SCRdhVYTxStKx9h,https://api.spotify.com/v1/audio-analysis/0DKvcH4SCRdhVYTxStKx9h,191680,4
"If You Were There, Beware",Favourite Worst Nightmare,Arctic Monkeys,22-04-07,0idZZsnM7nuSYanlpKTuwV,0.328,0.805,4,-6.74,0,0.0383,0.000938,0.048,0.104,0.264,135.546,audio_features,0idZZsnM7nuSYanlpKTuwV,spotify:track:0idZZsnM7nuSYanlpKTuwV,https://api.spotify.com/v1/tracks/0idZZsnM7nuSYanlpKTuwV,https://api.spotify.com/v1/audio-analysis/0idZZsnM7nuSYanlpKTuwV,276200,4
The Bad Thing,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,4N2yjWLIxZjOXDrCu2VlJe,0.55,0.952,2,-3.638,1,0.075,0.00103,0,0.257,0.538,111.066,audio_features,4N2yjWLIxZjOXDrCu2VlJe,spotify:track:4N2yjWLIxZjOXDrCu2VlJe,https://api.spotify.com/v1/tracks/4N2yjWLIxZjOXDrCu2VlJe,https://api.spotify.com/v1/audio-analysis/4N2yjWLIxZjOXDrCu2VlJe,145213,4
Old Yellow Bricks,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,5KGbRvZyVyKP2AEJMHErB4,0.66,0.837,0,-4.315,1,0.0682,0.000147,6.62E-06,0.0788,0.757,135.158,audio_features,5KGbRvZyVyKP2AEJMHErB4,spotify:track:5KGbRvZyVyKP2AEJMHErB4,https://api.spotify.com/v1/tracks/5KGbRvZyVyKP2AEJMHErB4,https://api.spotify.com/v1/audio-analysis/5KGbRvZyVyKP2AEJMHErB4,193227,4
505,Favourite Worst Nightmare,Arctic Monkeys,22-04-07,0BxE4FqsDD1Ot4YuBXwAPp,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78E-05,0.0945,0.248,140.266,audio_features,0BxE4FqsDD1Ot4YuBXwAPp,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,https://api.spotify.com/v1/tracks/0BxE4FqsDD1Ot4YuBXwAPp,https://api.spotify.com/v1/audio-analysis/0BxE4FqsDD1Ot4YuBXwAPp,253587,4
The View From The Afternoon,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,5eyTC5GZzpzlN7YRO9AoPf,0.387,0.922,9,-5.192,0,0.0674,0.00487,0,0.187,0.417,146.478,audio_features,5eyTC5GZzpzlN7YRO9AoPf,spotify:track:5eyTC5GZzpzlN7YRO9AoPf,https://api.spotify.com/v1/tracks/5eyTC5GZzpzlN7YRO9AoPf,https://api.spotify.com/v1/audio-analysis/5eyTC5GZzpzlN7YRO9AoPf,222947,4
I Bet You Look Good On The Dancefloor,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,3DQVgcqaP3iSMbaKsd57l5,0.535,0.948,6,-4.19,0,0.0356,0.00225,0,0.376,0.778,103.183,audio_features,3DQVgcqaP3iSMbaKsd57l5,spotify:track:3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/tracks/3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/audio-analysis/3DQVgcqaP3iSMbaKsd57l5,173680,4
Fake Tales Of San Francisco,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,7BuzJmV2h6eBbSDdRaDY7C,0.454,0.778,9,-4.225,1,0.0449,0.00998,0,0.0427,0.704,127.158,audio_features,7BuzJmV2h6eBbSDdRaDY7C,spotify:track:7BuzJmV2h6eBbSDdRaDY7C,https://api.spotify.com/v1/tracks/7BuzJmV2h6eBbSDdRaDY7C,https://api.spotify.com/v1/audio-analysis/7BuzJmV2h6eBbSDdRaDY7C,177947,4
Dancing Shoes,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,0hAMkY2kwdXPPDfQ1e3BmJ,0.522,0.889,1,-4.137,1,0.0461,0.00328,0,0.345,0.852,144.499,audio_features,0hAMkY2kwdXPPDfQ1e3BmJ,spotify:track:0hAMkY2kwdXPPDfQ1e3BmJ,https://api.spotify.com/v1/tracks/0hAMkY2kwdXPPDfQ1e3BmJ,https://api.spotify.com/v1/audio-analysis/0hAMkY2kwdXPPDfQ1e3BmJ,141133,4
You Probably Couldn't See For The Lights But You Were Staring Straight At Me,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,111SaDBbcHW0zedi4RBHDp,0.58,0.972,11,-4.274,0,0.0589,0.00384,0,0.296,0.926,105.492,audio_features,111SaDBbcHW0zedi4RBHDp,spotify:track:111SaDBbcHW0zedi4RBHDp,https://api.spotify.com/v1/tracks/111SaDBbcHW0zedi4RBHDp,https://api.spotify.com/v1/audio-analysis/111SaDBbcHW0zedi4RBHDp,130813,4
Still Take You Home,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,64a5XZCVDWwvC7gwPPCsH6,0.599,0.946,8,-4.192,1,0.0378,0.000669,0,0.0973,0.653,108.934,audio_features,64a5XZCVDWwvC7gwPPCsH6,spotify:track:64a5XZCVDWwvC7gwPPCsH6,https://api.spotify.com/v1/tracks/64a5XZCVDWwvC7gwPPCsH6,https://api.spotify.com/v1/audio-analysis/64a5XZCVDWwvC7gwPPCsH6,173667,4
Riot Van,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,4wMR4fRKMTyUJG6VAsmccv,0.593,0.333,9,-14.342,1,0.046,0.358,0,0.245,0.258,103.537,audio_features,4wMR4fRKMTyUJG6VAsmccv,spotify:track:4wMR4fRKMTyUJG6VAsmccv,https://api.spotify.com/v1/tracks/4wMR4fRKMTyUJG6VAsmccv,https://api.spotify.com/v1/audio-analysis/4wMR4fRKMTyUJG6VAsmccv,134933,4
Red Light Indicates Doors Are Secured,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,56GFlp1dkt7dw56pQdTwqW,0.622,0.846,11,-4.831,0,0.0311,0.00316,0,0.0989,0.914,110.683,audio_features,56GFlp1dkt7dw56pQdTwqW,spotify:track:56GFlp1dkt7dw56pQdTwqW,https://api.spotify.com/v1/tracks/56GFlp1dkt7dw56pQdTwqW,https://api.spotify.com/v1/audio-analysis/56GFlp1dkt7dw56pQdTwqW,143627,4
Mardy Bum,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,2fyIS6GXMgUcSv4oejx63f,0.634,0.599,2,-5.447,1,0.0365,0.0288,0,0.197,0.312,112.215,audio_features,2fyIS6GXMgUcSv4oejx63f,spotify:track:2fyIS6GXMgUcSv4oejx63f,https://api.spotify.com/v1/tracks/2fyIS6GXMgUcSv4oejx63f,https://api.spotify.com/v1/audio-analysis/2fyIS6GXMgUcSv4oejx63f,175440,4
Perhaps Vampires Is A Bit Strong But…,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,6Slvi85s1hIaeykjvDe1xk,0.371,0.914,11,-4.917,0,0.081,0.000293,8.75E-05,0.0852,0.394,134.982,audio_features,6Slvi85s1hIaeykjvDe1xk,spotify:track:6Slvi85s1hIaeykjvDe1xk,https://api.spotify.com/v1/tracks/6Slvi85s1hIaeykjvDe1xk,https://api.spotify.com/v1/audio-analysis/6Slvi85s1hIaeykjvDe1xk,268627,4
When The Sun Goes Down,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,2zzLRQ78kKfPTx8FJQCdC2,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,audio_features,2zzLRQ78kKfPTx8FJQCdC2,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,https://api.spotify.com/v1/tracks/2zzLRQ78kKfPTx8FJQCdC2,https://api.spotify.com/v1/audio-analysis/2zzLRQ78kKfPTx8FJQCdC2,202133,4
From The Ritz To The Rubble,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,2vQQfWTanvD99OeHLAoyhW,0.216,0.882,11,-5.176,0,0.0439,0.00147,0,0.308,0.656,189.286,audio_features,2vQQfWTanvD99OeHLAoyhW,spotify:track:2vQQfWTanvD99OeHLAoyhW,https://api.spotify.com/v1/tracks/2vQQfWTanvD99OeHLAoyhW,https://api.spotify.com/v1/audio-analysis/2vQQfWTanvD99OeHLAoyhW,193427,4
A Certain Romance,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,29-01-06,0eDQj41kzBhMKQIkTt6OJR,0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06E-05,0.11,0.201,137.949,audio_features,0eDQj41kzBhMKQIkTt6OJR,spotify:track:0eDQj41kzBhMKQIkTt6OJR,https://api.spotify.com/v1/tracks/0eDQj41kzBhMKQIkTt6OJR,https://api.spotify.com/v1/audio-analysis/0eDQj41kzBhMKQIkTt6OJR,331200,4
I Ain’t Quite Where I Think I Am,I Ain't Quite Where I Think I Am,Arctic Monkeys,18-10-22,7DPhusadsTZ2VrXOGcuX2y,0.544,0.337,10,-9.846,1,0.0653,0.357,6.34E-05,0.085,0.667,192.685,audio_features,7DPhusadsTZ2VrXOGcuX2y,spotify:track:7DPhusadsTZ2VrXOGcuX2y,https://api.spotify.com/v1/tracks/7DPhusadsTZ2VrXOGcuX2y,https://api.spotify.com/v1/audio-analysis/7DPhusadsTZ2VrXOGcuX2y,191174,4
Body Paint,I Ain't Quite Where I Think I Am,Arctic Monkeys,18-10-22,7A7FsIDnBMnz1PAnSOxUdh,0.556,0.315,7,-11.651,0,0.0625,0.568,0,0.0774,0.256,143.327,audio_features,7A7FsIDnBMnz1PAnSOxUdh,spotify:track:7A7FsIDnBMnz1PAnSOxUdh,https://api.spotify.com/v1/tracks/7A7FsIDnBMnz1PAnSOxUdh,https://api.spotify.com/v1/audio-analysis/7A7FsIDnBMnz1PAnSOxUdh,290584,4
There’d Better Be A Mirrorball,I Ain't Quite Where I Think I Am,Arctic Monkeys,18-10-22,03mHinvLdrdSTd7w4GPXwH,0.511,0.367,3,-10.891,1,0.0319,0.642,0.0122,0.186,0.323,143.698,audio_features,03mHinvLdrdSTd7w4GPXwH,spotify:track:03mHinvLdrdSTd7w4GPXwH,https://api.spotify.com/v1/tracks/03mHinvLdrdSTd7w4GPXwH,https://api.spotify.com/v1/audio-analysis/03mHinvLdrdSTd7w4GPXwH,265798,4
Body Paint,Body Paint,Arctic Monkeys,29-09-22,11jRCxY01k9jvCdUru0EeP,0.544,0.287,7,-12.83,0,0.0598,0.575,0,0.075,0.256,144.175,audio_features,11jRCxY01k9jvCdUru0EeP,spotify:track:11jRCxY01k9jvCdUru0EeP,https://api.spotify.com/v1/tracks/11jRCxY01k9jvCdUru0EeP,https://api.spotify.com/v1/audio-analysis/11jRCxY01k9jvCdUru0EeP,290584,4
There’d Better Be A Mirrorball,Body Paint,Arctic Monkeys,29-09-22,4B4GwsjpJKPVN65J59ecfB,0.523,0.367,3,-10.896,1,0.0309,0.628,0.0118,0.186,0.327,71.998,audio_features,4B4GwsjpJKPVN65J59ecfB,spotify:track:4B4GwsjpJKPVN65J59ecfB,https://api.spotify.com/v1/tracks/4B4GwsjpJKPVN65J59ecfB,https://api.spotify.com/v1/audio-analysis/4B4GwsjpJKPVN65J59ecfB,265798,4
There’d Better Be A Mirrorball,There’d Better Be A Mirrorball,Arctic Monkeys,30-08-22,0yowbJnnbTLpr99f9l1uba,0.513,0.369,3,-10.899,1,0.0307,0.634,0.0139,0.186,0.311,72.062,audio_features,0yowbJnnbTLpr99f9l1uba,spotify:track:0yowbJnnbTLpr99f9l1uba,https://api.spotify.com/v1/tracks/0yowbJnnbTLpr99f9l1uba,https://api.spotify.com/v1/audio-analysis/0yowbJnnbTLpr99f9l1uba,265798,4
Arabella - Live,Arabella (Live At The Royal Albert Hall),Arctic Monkeys,02-12-20,2hvBLgsdPAvzP2NKJbF4wP,0.43,0.86,11,-6.814,0,0.256,0.174,0,0.706,0.263,91.247,audio_features,2hvBLgsdPAvzP2NKJbF4wP,spotify:track:2hvBLgsdPAvzP2NKJbF4wP,https://api.spotify.com/v1/tracks/2hvBLgsdPAvzP2NKJbF4wP,https://api.spotify.com/v1/audio-analysis/2hvBLgsdPAvzP2NKJbF4wP,246973,4
505 - Live,Arabella (Live At The Royal Albert Hall),Arctic Monkeys,02-12-20,2MDdVM54SOldS8Jnl6vxUx,0.361,0.769,0,-8.013,1,0.0812,0.0135,3.30E-05,0.385,0.218,139.62,audio_features,2MDdVM54SOldS8Jnl6vxUx,spotify:track:2MDdVM54SOldS8Jnl6vxUx,https://api.spotify.com/v1/tracks/2MDdVM54SOldS8Jnl6vxUx,https://api.spotify.com/v1/audio-analysis/2MDdVM54SOldS8Jnl6vxUx,275733,4
